Vehicle_ID,Engine_Temperature,Vibration,Battery_Voltage,Engine_Load,RPM,Oil_Quality_Index,Mileage_km,Vehicle_Age_Years,Failure_Status
V3921,90.96,4.566,14.01,82.3,2169.0,59.9,9842.0,3.04,0
V3922,102.57,5.407,11.2,36.6,2823.0,88.9,15244.0,6.16,1
V3923,90.71,4.964,11.87,33.9,2131.0,66.4,55383.0,1.37,1
V3924,93.83,5.712,11.37,69.1,1184.0,92.7,22861.0,6.53,1
V3925,103.82,9.461,11.19,45.1,1665.0,51.3,3045.0,1.48,1
V3926,,5.94,10.5,22.2,2859.0,64.0,22925.0,0.52,1
V3927,,6.951,12.1,16.0,2936.0,71.9,300000.0,3.05,0
V3928,104.83,6.049,12.08,80.9,1196.0,60.1,13614.0,11.62,1
V3929,95.93,5.542,10.37,70.8,1725.0,74.5,13871.0,2.14,1
V3930,91.95,3.95,12.49,47.1,1864.0,69.8,8379.0,2.9,0
V3931,81.36,4.849,12.74,90.7,2010.0,71.9,14263.0,2.4,0
V3932,77.89,0.916,14.29,47.0,1736.0,68.9,38479.0,2.45,0
V3933,108.89,3.125,11.36,73.9,2253.0,55.6,150350.0,0.97,1
V3934,92.01,0.695,13.19,91.8,1913.0,74.7,42107.0,2.2,0
V3935,103.11,3.202,10.87,85.7,1986.0,73.1,23732.0,2.75,1
V3936,80.17,4.044,13.52,56.0,1634.0,59.9,22216.0,5.46,0
V3937,83.16,1.655,14.77,71.3,2592.0,93.7,1104.0,0.6,0
V3938,71.88,1.844,13.29,47.2,1506.0,79.7,500.0,3.39,0
V3939,81.86,0.602,12.8,68.2,2391.0,85.8,71798.0,4.34,0
V3940,92.97,0.669,11.78,33.2,2702.0,62.9,30315.0,1.93,0
V3941,81.27,1.323,13.42,49.1,3195.0,40.4,1520.0,3.19,0
V3942,90.12,1.065,12.41,28.9,2450.0,100.0,15161.0,4.96,0
V3943,93.49,6.944,10.7,13.4,2313.0,77.5,19850.0,2.5,1
V3944,87.59,0.599,13.56,63.0,1355.0,80.5,68814.0,1.62,0
V3945,75.82,0.744,12.72,87.8,2936.0,79.8,25643.0,6.97,0
V3946,100.12,5.998,12.18,12.3,2271.0,81.0,70079.0,17.97,1
V3947,61.07,1.673,13.45,27.6,2355.0,59.0,45198.0,0.98,0
V3948,95.44,4.105,11.87,51.4,2398.0,59.6,1516.0,8.81,1
V3949,71.96,,12.23,69.9,2257.0,59.6,155870.0,3.15,0
V3950,94.65,1.6,13.28,25.4,2204.0,83.3,9009.0,2.38,0
V3951,91.22,2.055,13.45,15.1,2018.0,56.8,14510.0,8.95,0
V3952,88.73,1.333,12.65,56.7,2563.0,52.1,74566.0,9.65,0
V3953,110.51,4.455,11.98,83.7,1450.0,65.4,9474.0,1.27,1
V3954,77.41,3.555,12.34,13.2,1439.0,70.9,23069.0,1.77,0
V3955,98.98,1.468,13.43,41.4,1776.0,74.3,90109.0,7.64,0
V3956,92.46,2.3,14.15,69.7,2824.0,67.7,45635.0,2.7,0
V3957,83.11,1.484,13.56,21.8,2423.0,82.3,16184.0,1.36,0
V3958,94.08,0.229,12.95,31.2,1883.0,92.5,46483.0,13.1,0
V3959,76.15,1.092,13.43,58.2,1800.0,75.7,75359.0,0.98,0
V3960,78.4,1.303,12.5,95.8,2160.0,92.4,23280.0,3.77,0
V3961,80.13,2.041,13.22,35.9,2400.0,83.2,38154.0,2.23,0
V3962,92.86,4.915,11.26,53.9,2880.0,60.7,198758.0,2.4,1
V3963,84.81,3.965,10.83,46.0,3226.0,62.3,150300.0,0.45,1
V3964,94.78,1.445,13.65,90.8,2137.0,61.5,32012.0,1.19,0
V3965,82.93,2.427,13.49,16.5,3301.0,72.1,4549.0,0.73,0
V3966,87.82,1.969,13.34,61.0,2240.0,70.8,54281.0,5.54,0
V3967,80.44,0.594,13.25,86.2,2351.0,83.9,14077.0,4.79,0
V3968,77.52,8.476,11.76,98.9,2689.0,72.6,49818.0,6.32,1
V3969,87.16,1.531,13.09,72.9,2762.0,78.7,19507.0,4.81,0
V3970,69.7,1.969,13.47,44.2,2988.0,57.5,57084.0,0.55,0
V3971,84.45,0.478,12.85,47.1,1557.0,78.6,20601.0,15.38,0
V3972,74.05,4.177,12.88,41.7,2261.0,67.8,127509.0,0.84,0
V3973,100.9,1.369,12.72,64.3,2828.0,66.7,6613.0,1.73,0
V3974,103.84,7.365,11.82,76.5,1666.0,65.3,3189.0,4.91,1
V3975,85.85,1.896,12.54,83.8,1264.0,97.7,68382.0,0.61,0
V3976,95.11,2.933,13.01,47.5,1457.0,57.3,23087.0,0.75,0
V3977,78.23,1.475,12.81,74.5,2139.0,85.2,28195.0,8.37,0
V3978,98.39,3.687,10.82,92.5,3211.0,74.3,122190.0,1.61,1
V3979,98.85,5.078,12.41,92.9,1446.0,54.6,40113.0,4.38,1
V3980,87.11,2.628,12.38,73.4,1617.0,70.5,48569.0,7.83,0
V3981,95.18,0.169,12.92,67.3,1948.0,40.0,885.0,14.48,0
V3982,90.86,0.578,13.04,57.8,1703.0,100.0,49960.0,0.94,0
V3983,97.36,5.625,12.38,26.5,1613.0,69.5,22122.0,0.52,1
V3984,71.76,1.377,12.95,21.1,1181.0,91.7,27746.0,5.4,0
V3985,88.39,6.442,11.45,53.7,1936.0,95.2,74273.0,0.83,1
V3986,91.64,7.891,11.72,24.3,3180.0,66.5,33386.0,3.47,1
V3987,94.87,5.899,11.17,61.9,2477.0,75.4,194981.0,3.04,1
V3988,75.96,1.921,13.43,68.1,2788.0,77.8,71713.0,3.28,0
V3989,104.29,1.081,13.88,57.3,1898.0,100.0,58686.0,4.2,0
V3990,,5.753,11.7,13.3,1779.0,72.1,39978.0,7.61,1
V3991,89.82,2.64,13.46,15.2,2461.0,74.2,23927.0,1.27,0
V3992,85.58,2.08,13.92,20.2,2242.0,54.0,2444.0,3.24,0
V3993,83.3,3.285,12.93,23.8,2172.0,61.6,840.0,1.64,0
V3994,77.38,,13.41,99.1,3039.0,67.5,2155.0,1.54,0
V3995,85.62,2.11,12.72,41.0,1797.0,94.5,143559.0,0.1,0
V3996,93.76,4.786,13.34,36.3,1728.0,100.0,17568.0,3.66,1
V3997,75.07,1.226,12.7,14.7,2626.0,82.5,54270.0,14.38,0
V3998,87.67,2.594,13.42,67.2,2559.0,80.3,40598.0,5.73,0
V3999,83.76,0.635,13.6,68.7,1678.0,85.3,38154.0,1.11,0
V4000,69.74,1.022,12.29,25.8,2240.0,64.7,38956.0,5.04,0
V4001,78.12,1.501,12.6,92.7,1303.0,95.8,16198.0,1.41,0
V4002,98.59,2.694,12.1,82.0,2349.0,53.5,97931.0,5.6,1
V4003,100.1,2.692,13.65,30.7,1966.0,68.2,113213.0,7.72,0
V4004,89.45,2.899,12.29,53.7,2077.0,84.8,46544.0,1.63,0
V4005,82.31,2.895,11.09,51.3,1630.0,67.8,89763.0,0.1,1
V4006,88.89,5.453,13.44,41.4,2797.0,100.0,2783.0,1.46,0
V4007,72.62,2.577,13.1,83.6,2331.0,85.0,4761.0,0.92,0
V4008,93.66,6.549,13.76,19.8,2697.0,89.8,36849.0,3.86,0
V4009,92.58,7.454,9.99,47.4,2148.0,63.6,84335.0,1.37,1
V4010,84.25,1.253,13.36,48.5,2795.0,89.5,17053.0,0.15,0
V4011,95.61,0.632,12.89,52.2,1266.0,87.2,35739.0,3.03,0
V4012,,3.569,9.9,87.5,2203.0,98.5,500.0,8.31,1
V4013,73.82,0.199,12.35,29.6,2798.0,,194163.0,2.4,0
V4014,93.3,4.94,12.78,19.3,1209.0,63.3,65549.0,1.89,1
V4015,93.31,1.17,13.38,65.6,2265.0,80.0,20183.0,0.79,0
V4016,72.85,3.024,13.48,25.6,2489.0,80.5,183388.0,1.96,0
V4017,62.34,1.222,13.58,16.7,2008.0,74.3,4364.0,1.61,0
V4018,81.39,0.984,12.19,48.4,2697.0,52.1,28078.0,20.0,0
V4019,89.41,2.893,13.15,29.8,2702.0,77.9,2729.0,0.12,0
V4020,94.6,7.647,13.66,42.5,1891.0,79.6,18356.0,1.09,0
V4021,91.72,9.285,10.36,33.4,2007.0,75.0,11144.0,0.28,1
V4022,81.71,2.928,13.82,18.3,1619.0,74.4,17127.0,7.79,0
V4023,94.23,4.389,12.63,60.4,2359.0,89.1,132535.0,2.16,0
V4024,70.04,2.711,13.07,12.4,2301.0,72.7,25074.0,6.36,0
V4025,81.89,0.17,13.24,97.0,2201.0,56.2,17678.0,4.71,0
V4026,86.52,3.322,13.45,40.7,2250.0,96.1,46071.0,10.53,0
V4027,88.59,2.858,12.83,72.6,1771.0,95.2,51751.0,0.1,0
V4028,80.92,3.801,13.61,82.9,1486.0,74.4,185437.0,0.93,0
V4029,85.28,1.163,13.26,35.1,2422.0,88.1,35540.0,4.84,0
V4030,71.04,6.401,10.87,77.4,2101.0,52.1,62847.0,3.52,1
V4031,79.73,0.689,14.1,84.9,1684.0,72.8,21669.0,4.75,0
V4032,88.63,2.201,12.43,31.7,1837.0,49.3,8441.0,3.43,0
V4033,92.51,2.972,12.6,99.3,2659.0,91.9,25282.0,3.48,1
V4034,85.47,0.1,12.91,11.9,2631.0,52.6,24418.0,10.79,0
V4035,88.57,1.28,12.79,29.5,2531.0,68.8,24560.0,10.17,0
V4036,99.31,4.976,12.34,80.2,2179.0,,53497.0,0.15,1
V4037,86.36,1.308,12.58,27.5,1859.0,87.4,23435.0,2.14,0
V4038,77.3,5.126,11.87,72.8,2861.0,82.9,138720.0,2.86,0
V4039,95.94,4.491,11.83,87.0,2038.0,92.1,182697.0,1.77,1
V4040,101.01,3.394,11.15,96.3,2335.0,87.1,33345.0,0.2,1
V4041,86.26,4.225,13.92,52.7,1775.0,94.6,36785.0,2.56,0
V4042,86.59,3.593,11.08,97.4,2081.0,48.7,23563.0,14.87,1
V4043,86.79,0.748,13.35,47.0,867.0,67.7,19774.0,0.3,0
V4044,101.06,113.895,11.24,29.6,1886.0,81.8,189977.0,6.79,1
V4045,68.6,0.622,13.02,56.3,1438.0,98.6,1868.0,0.87,0
V4046,94.27,1.329,13.58,68.5,2309.0,67.4,23750.0,3.44,0
V4047,82.31,2.038,12.69,51.2,1902.0,100.0,7384.0,1.96,0
V4048,88.4,1.587,13.1,61.0,2049.0,80.3,58304.0,1.72,0
V4049,102.37,13.456,12.41,47.5,3265.0,64.3,9730.0,8.17,1
V4050,,6.658,11.88,57.2,1689.0,57.7,97189.0,14.52,1
V4051,87.5,4.757,10.1,95.7,2261.0,86.0,21113.0,1.96,1
V4052,82.69,,12.63,55.0,2310.0,65.4,112082.0,4.09,0
V4053,78.73,2.561,12.91,32.8,1725.0,70.9,193937.0,3.25,0
V4054,98.88,4.348,13.49,78.3,2752.0,77.4,66365.0,0.32,0
V4055,78.15,0.416,12.85,40.4,3023.0,78.0,43917.0,0.17,0
V4056,80.56,2.512,13.05,83.5,2800.0,100.0,7308.0,5.94,0
V4057,97.62,3.64,12.24,15.1,1723.0,80.9,121678.0,2.01,1
V4058,75.38,3.443,12.8,39.9,1849.0,65.9,67499.0,1.47,0
V4059,81.83,2.057,13.88,18.5,1187.0,63.8,15288.0,16.96,0
V4060,87.54,2.8,12.04,17.7,2109.0,100.0,28443.0,0.36,0
V4061,96.46,9.62,10.98,69.3,2145.0,67.3,3153.0,1.25,1
V4062,98.73,6.093,10.73,44.7,2590.0,83.8,48414.0,7.77,1
V4063,87.87,3.31,12.19,88.4,3082.0,77.9,6023.0,2.14,1
V4064,72.88,0.849,13.45,56.5,1571.0,81.3,47439.0,3.51,0
V4065,87.57,1.733,12.9,36.6,2269.0,96.0,50102.0,0.2,0
V4066,99.04,0.861,12.72,74.9,2087.0,79.2,17662.0,10.12,0
V4067,85.15,2.196,12.18,66.2,2124.0,87.3,133620.0,0.59,0
V4068,98.31,5.743,13.16,82.0,2982.0,79.6,67924.0,0.96,1
V4069,,1.863,11.79,67.9,2248.0,68.2,30899.0,0.68,1
V4070,74.85,2.151,12.73,25.0,2475.0,82.4,112860.0,2.75,0
V4071,108.76,7.068,12.41,70.3,2437.0,65.2,87158.0,6.79,1
V4072,92.95,4.635,11.43,45.2,2309.0,57.5,53026.0,1.24,1
V4073,117.63,4.849,11.23,51.7,1816.0,83.7,7471.0,0.61,1
V4074,79.14,3.333,12.57,92.9,3136.0,82.0,30929.0,2.11,0
V4075,102.45,5.337,10.83,42.4,2183.0,80.4,89920.0,15.99,1
V4076,91.2,1.874,12.36,65.1,2466.0,74.7,42245.0,0.1,0
V4077,95.76,6.529,10.41,42.7,2327.0,73.9,35486.0,2.8,1
V4078,98.1,2.919,12.9,18.5,1144.0,58.7,139774.0,4.43,1
V4079,95.71,6.168,10.89,50.8,1679.0,47.1,751.0,6.57,1
V4080,108.79,3.367,11.15,63.7,2257.0,88.3,545.0,5.48,1
V4081,91.21,9.078,11.71,46.7,1775.0,88.1,100496.0,0.31,1
V4082,69.26,0.939,12.95,45.2,2402.0,71.2,1768.0,2.48,0
V4083,76.06,2.126,13.4,83.8,1745.0,97.1,18193.0,0.33,0
V4084,83.51,4.933,12.67,12.7,2208.0,82.5,115981.0,3.87,0
V4085,87.48,0.499,12.48,36.6,1346.0,80.1,52871.0,0.32,0
V4086,84.55,1.312,14.0,83.1,2618.0,100.0,47006.0,0.2,0
V4087,94.75,,12.03,92.8,2425.0,56.2,48151.0,1.46,0
V4088,69.39,0.325,13.22,47.1,2449.0,74.3,17199.0,11.18,0
V4089,86.15,2.848,13.41,90.0,2155.0,62.2,34027.0,4.95,0
V4090,70.46,2.552,13.49,27.9,1851.0,69.5,44738.0,0.1,0
V4091,91.08,0.278,12.82,29.9,2989.0,74.0,16419.0,1.34,0
V4092,98.11,2.457,12.28,86.2,3033.0,74.3,71393.0,0.1,1
V4093,106.09,1.439,13.25,91.3,2164.0,58.9,17471.0,1.39,1
V4094,78.09,2.464,12.73,30.1,1914.0,76.0,3336.0,4.63,0
V4095,107.01,3.756,12.53,15.3,1336.0,62.6,10123.0,5.7,1
V4096,93.33,0.449,13.22,18.1,2313.0,92.9,23622.0,6.52,0
V4097,105.57,6.165,11.0,33.5,1866.0,86.5,107396.0,9.63,1
V4098,83.96,5.193,13.24,78.5,1960.0,80.2,24185.0,1.82,0
V4099,89.64,4.978,13.69,55.9,2682.0,67.9,4234.0,7.94,0
V4100,79.34,2.134,13.05,51.0,1719.0,77.3,9843.0,5.2,0
V4101,91.84,0.243,12.56,62.6,3159.0,85.6,35383.0,3.09,0
V4102,113.34,2.443,10.5,90.1,1691.0,69.9,8802.0,12.37,1
V4103,93.56,0.691,12.75,18.1,1177.0,51.1,2974.0,11.81,0
V4104,79.16,1.125,13.48,72.5,1871.0,85.8,56460.0,9.12,0
V4105,87.89,4.885,12.39,93.4,2378.0,82.9,69034.0,0.9,0
V4106,74.65,,13.41,29.2,2268.0,79.8,85561.0,0.93,0
V4107,,2.04,13.02,85.4,2292.0,63.6,83586.0,9.25,0
V4108,88.6,2.214,13.45,72.8,2061.0,89.4,21458.0,2.03,0
V4109,86.06,6.887,9.98,11.3,1949.0,92.2,59671.0,6.39,1
V4110,86.37,5.955,10.5,30.8,1580.0,79.2,39418.0,4.65,1
V4111,82.73,2.02,12.72,64.5,2265.0,69.1,1064.0,5.75,0
V4112,82.59,4.33,14.12,55.2,2728.0,69.4,23107.0,0.11,0
V4113,75.32,1.332,12.55,57.5,2207.0,69.1,2445.0,2.25,0
V4114,88.11,3.467,12.92,30.9,1820.0,68.4,3917.0,7.78,0
V4115,99.22,7.115,13.12,70.8,2273.0,69.7,2593.0,2.69,1
V4116,83.45,3.759,13.26,34.0,2932.0,79.8,145927.0,4.69,0
V4117,78.95,0.821,13.52,45.0,2098.0,88.4,83663.0,5.64,0
V4118,108.17,3.408,10.47,43.2,1582.0,96.8,26020.0,0.51,1
V4119,98.24,0.304,13.71,70.5,2310.0,61.3,12826.0,0.68,0
V4120,81.13,0.574,13.8,18.1,2495.0,63.8,3384.0,5.16,0
V4121,80.1,1.585,13.3,28.5,2634.0,87.7,25390.0,0.22,0
V4122,88.93,2.102,12.95,28.0,2549.0,61.3,41273.0,1.67,0
V4123,82.14,2.599,13.34,19.8,2283.0,57.6,71778.0,10.01,0
V4124,83.88,0.562,12.02,28.7,1783.0,60.9,2382.0,3.42,0
V4125,90.92,1.77,13.65,64.6,1708.0,72.4,24348.0,9.65,0
V4126,69.73,3.887,12.49,75.9,2031.0,99.5,169474.0,1.48,0
V4127,95.55,2.385,12.83,69.4,2508.0,73.1,5789.0,4.05,0
V4128,85.58,2.947,13.79,52.8,1875.0,79.1,23010.0,1.35,0
V4129,81.71,,13.66,14.7,1955.0,57.0,14475.0,0.47,0
V4130,99.41,3.451,10.59,96.3,1757.0,91.1,6476.0,18.71,1
V4131,99.21,2.399,11.67,25.1,2980.0,88.1,82171.0,0.78,1
V4132,71.15,1.669,13.38,70.2,2089.0,68.0,53748.0,0.84,0
V4133,113.38,5.706,10.27,92.2,2536.0,64.7,23862.0,7.38,1
V4134,85.33,0.9,13.85,72.8,2990.0,89.4,20725.0,6.48,0
V4135,88.54,1.299,13.07,29.6,1724.0,71.6,79146.0,15.24,0
V4136,92.61,2.011,13.85,38.4,2579.0,65.0,4283.0,0.3,0
V4137,76.83,5.858,12.55,12.7,2153.0,69.5,7146.0,0.4,0
V4138,95.27,3.267,11.24,65.1,2903.0,,106665.0,2.38,1
V4139,82.86,2.457,13.62,65.2,1804.0,86.0,76473.0,3.58,0
V4140,91.77,1.475,12.82,75.3,2307.0,79.8,67100.0,0.16,0
V4141,67.98,6.009,12.26,11.0,2517.0,79.1,44015.0,0.69,0
V4142,102.1,3.462,11.73,83.6,1858.0,71.4,15568.0,4.86,1
V4143,87.78,6.245,10.66,76.5,2096.0,77.2,122854.0,4.42,1
V4144,88.46,0.761,13.87,22.7,2130.0,69.1,30466.0,0.38,0
V4145,88.76,1.819,13.11,41.3,2747.0,71.0,14821.0,10.73,0
V4146,95.3,15.259,10.81,67.5,3309.0,96.3,20477.0,1.18,1
V4147,93.04,,,54.6,2988.0,75.6,764.0,8.73,1
V4148,84.11,1.427,13.7,20.4,2919.0,69.5,13256.0,10.26,0
V4149,77.83,4.104,13.0,17.9,600.0,64.9,9369.0,2.69,0
V4150,91.74,1.549,14.37,80.3,2266.0,42.0,6555.0,2.12,0
V4151,88.04,2.933,12.17,24.0,2232.0,100.0,1470.0,1.3,1
V4152,72.27,3.42,10.9,25.5,2600.0,100.0,11579.0,6.59,1
V4153,,0.182,13.64,84.8,1480.0,84.4,4918.0,0.88,0
V4154,76.69,2.697,13.79,65.1,2563.0,59.5,2079.0,3.89,0
V4155,71.95,1.321,12.32,64.4,1157.0,100.0,6647.0,3.35,0
V4156,88.99,4.08,11.43,53.1,2714.0,53.9,10177.0,1.14,1
V4157,95.54,4.883,11.63,61.2,1376.0,80.9,24201.0,16.31,1
V4158,95.63,2.111,12.51,64.2,2812.0,49.3,39435.0,7.49,0
V4159,101.62,4.27,11.15,97.1,2787.0,,17505.0,0.1,1
V4160,80.15,0.959,13.12,30.1,2033.0,78.5,6853.0,2.19,0
V4161,88.65,0.887,12.03,29.3,2419.0,80.4,126847.0,1.78,0
V4162,81.33,0.479,13.21,15.1,2198.0,76.8,32549.0,8.58,0
V4163,79.44,1.946,12.85,69.2,1461.0,97.4,60945.0,1.23,0
V4164,98.26,8.298,12.26,59.4,2481.0,74.3,53352.0,20.0,1
V4165,70.99,7.729,13.7,20.0,2794.0,87.2,15090.0,0.89,0
V4166,89.43,2.158,11.78,42.8,2039.0,63.3,36930.0,1.12,1
V4167,100.04,4.93,12.08,26.1,2519.0,94.4,41477.0,4.39,1
V4168,94.37,7.591,11.4,39.8,1761.0,95.7,19509.0,0.7,1
V4169,81.67,1.161,12.87,95.6,2659.0,71.2,49994.0,8.79,0
V4170,90.65,4.592,10.78,71.5,2205.0,80.6,70374.0,0.47,1
V4171,89.87,4.351,12.31,10.7,2193.0,64.5,20380.0,16.37,0
V4172,74.46,0.471,12.27,32.7,2435.0,71.7,676.0,8.31,0
V4173,91.21,2.784,11.9,10.9,2965.0,86.1,19339.0,7.32,0
V4174,76.98,0.769,13.01,74.3,2463.0,82.3,5590.0,2.09,0
V4175,97.23,6.563,10.73,52.2,1659.0,49.1,7611.0,2.88,1
V4176,73.27,1.997,12.48,99.5,1841.0,57.9,20503.0,2.44,0
V4177,80.99,0.368,13.39,76.0,2164.0,66.2,10472.0,17.5,0
V4178,92.8,1.085,13.9,56.6,2448.0,78.3,122925.0,0.14,0
V4179,89.13,0.972,,82.4,1619.0,61.2,47604.0,1.92,0
V4180,104.69,5.166,11.98,73.4,2375.0,,32876.0,13.82,1
V4181,89.18,1.858,12.81,31.9,2645.0,35.6,500.0,1.84,0
V4182,76.17,0.896,12.69,57.7,1950.0,100.0,4922.0,2.03,0
V4183,82.35,3.105,13.09,60.0,3185.0,78.0,69904.0,3.99,0
V4184,78.76,1.578,12.61,50.6,1829.0,53.4,22224.0,9.51,0
V4185,95.64,2.327,12.95,26.1,2301.0,90.5,2095.0,1.4,0
V4186,75.43,1.741,13.04,30.1,1156.0,97.4,78578.0,11.8,0
V4187,105.0,10.176,12.62,35.3,2042.0,78.2,16221.0,1.33,1
V4188,92.14,2.312,13.83,10.9,2126.0,84.3,21971.0,6.76,0
V4189,99.64,3.369,12.64,92.5,1986.0,94.6,164878.0,1.29,0
V4190,88.05,7.854,11.43,71.7,1831.0,84.1,704.0,0.3,1
V4191,90.7,1.873,13.48,72.1,1941.0,84.5,57497.0,6.69,0
V4192,115.29,7.113,10.43,61.5,2517.0,52.0,133815.0,2.39,1
V4193,97.93,4.302,11.84,72.0,1241.0,34.1,2970.0,1.98,1
V4194,72.72,0.217,13.54,98.4,1270.0,87.9,90472.0,2.25,0
V4195,69.96,1.035,13.61,44.7,1954.0,71.6,24222.0,3.78,0
V4196,90.7,1.896,13.05,74.1,2139.0,68.2,94667.0,1.22,0
V4197,69.93,2.071,12.3,42.4,1809.0,89.6,16585.0,1.08,0
V4198,90.88,3.606,12.04,86.9,2232.0,60.7,182470.0,2.64,1
V4199,88.5,2.723,12.7,87.2,2510.0,74.5,46864.0,0.15,0
V4200,86.48,1.542,13.47,91.2,2689.0,75.9,44389.0,4.12,0
V4201,88.4,1.937,13.92,10.5,2862.0,85.3,73773.0,6.92,0
V4202,,3.764,13.02,36.8,1538.0,80.1,25818.0,5.2,1
V4203,95.23,1.657,13.53,22.1,1814.0,80.1,13469.0,2.53,0
V4204,77.38,0.812,12.44,50.9,1761.0,68.9,13728.0,3.33,0
V4205,79.58,2.555,13.84,54.6,2706.0,69.3,18062.0,0.11,0
V4206,78.82,2.988,13.26,33.0,1884.0,80.1,43229.0,9.74,0
V4207,91.64,0.566,12.51,75.1,2354.0,67.5,82016.0,3.27,0
V4208,98.45,3.122,11.73,34.3,1493.0,62.6,31154.0,1.52,1
V4209,88.61,2.047,12.87,86.9,1878.0,94.3,23247.0,1.39,0
V4210,107.1,8.466,10.53,26.0,1752.0,64.9,71061.0,4.31,1
V4211,75.58,0.801,12.41,43.1,2542.0,68.1,15391.0,3.51,0
V4212,119.87,,11.41,66.0,1577.0,93.4,52563.0,0.83,1
V4213,97.19,1.333,12.94,64.5,3092.0,64.7,5032.0,2.11,0
V4214,90.88,2.446,12.36,17.0,2308.0,79.8,5408.0,4.51,0
V4215,107.48,3.521,11.54,86.2,1836.0,81.1,46484.0,1.41,1
V4216,71.75,1.148,13.31,63.8,2371.0,73.6,3887.0,2.85,0
V4217,94.3,11.121,10.38,88.3,1793.0,69.2,7582.0,1.18,1
V4218,79.12,0.253,14.58,88.1,1669.0,58.1,44062.0,0.3,0
V4219,97.94,5.075,11.35,59.1,2549.0,84.4,25948.0,1.97,1
V4220,76.6,1.949,12.73,92.0,2884.0,91.5,37077.0,5.27,0
V4221,91.06,1.373,13.23,86.4,2390.0,89.9,169640.0,0.96,0
V4222,109.85,,11.04,96.2,1586.0,80.6,44980.0,5.62,1
V4223,99.35,5.521,12.34,86.5,1792.0,45.4,40215.0,4.43,1
V4224,96.89,7.93,12.0,83.9,2965.0,86.5,21522.0,2.83,1
V4225,77.1,0.359,12.45,52.2,2597.0,73.4,44848.0,14.23,0
V4226,78.23,2.713,13.37,29.1,1636.0,66.1,589.0,8.6,0
V4227,100.92,4.879,9.8,92.0,1843.0,84.9,36671.0,3.31,1
V4228,91.23,2.898,13.32,75.0,2294.0,78.4,3212.0,3.26,0
V4229,84.69,3.929,13.77,35.4,2128.0,90.1,11191.0,1.3,0
V4230,81.66,5.018,11.62,40.7,3245.0,80.1,37264.0,10.11,0
V4231,68.79,6.803,12.76,71.7,1834.0,71.0,49611.0,9.05,0
V4232,83.45,2.415,10.68,53.0,2500.0,69.8,21861.0,5.42,1
V4233,100.29,2.752,13.01,17.3,2349.0,84.2,24434.0,0.55,0
V4234,74.76,4.349,14.35,22.7,1370.0,54.9,31014.0,4.86,0
V4235,86.52,1.847,13.14,77.1,1003.0,67.5,64047.0,1.17,0
V4236,93.06,0.866,12.87,39.6,2008.0,42.1,800.0,0.84,0
V4237,74.96,0.882,11.31,55.7,2409.0,81.3,26663.0,5.7,0
V4238,102.44,3.843,10.87,79.0,2995.0,84.7,647.0,12.85,1
V4239,92.5,2.58,12.92,77.6,1809.0,63.5,17298.0,0.46,0
V4240,85.1,1.156,13.06,25.0,2437.0,58.6,33014.0,0.72,0
V4241,123.33,5.14,11.79,18.9,2055.0,89.3,3748.0,0.99,1
V4242,82.51,4.075,12.48,63.2,3064.0,64.3,29880.0,13.18,1
V4243,93.47,0.47,12.46,76.7,2180.0,84.6,116307.0,4.77,0
V4244,101.23,5.949,11.28,23.4,1980.0,74.8,52032.0,4.54,1
V4245,91.18,0.1,12.7,43.5,2285.0,67.1,68599.0,2.81,0
V4246,99.74,5.746,10.15,88.3,2296.0,83.7,39082.0,3.09,1
V4247,79.13,2.6,12.48,95.0,2898.0,75.5,102007.0,1.37,0
V4248,101.92,4.866,10.67,50.9,2203.0,97.4,7148.0,0.67,1
V4249,70.14,2.49,11.46,17.2,2415.0,64.0,26885.0,6.06,0
V4250,89.83,1.368,11.89,33.2,1373.0,55.1,40901.0,2.54,0
V4251,87.39,0.842,14.9,31.0,1622.0,74.8,93029.0,1.18,0
V4252,90.11,4.496,12.6,31.5,2012.0,82.1,16568.0,4.01,0
V4253,93.46,2.922,13.88,54.4,2252.0,72.2,500.0,0.94,0
V4254,87.94,1.19,12.96,62.5,1819.0,100.0,164957.0,2.68,0
V4255,86.18,1.006,12.66,21.0,2342.0,93.2,1184.0,0.84,0
V4256,93.26,10.32,11.68,90.0,1938.0,67.1,7439.0,5.7,1
V4257,79.3,2.651,13.05,65.8,3049.0,76.0,24672.0,1.55,0
V4258,111.05,4.017,11.37,63.8,2097.0,47.9,30866.0,2.33,1
V4259,106.57,2.124,11.0,98.9,2415.0,90.8,80936.0,5.62,1
V4260,92.41,4.082,11.21,66.5,2091.0,64.8,26724.0,4.31,1
V4261,94.41,8.468,11.09,93.6,2153.0,78.0,35676.0,2.04,1
V4262,77.76,3.226,12.71,35.8,2473.0,71.1,10041.0,0.29,0
V4263,103.04,5.845,,31.6,2269.0,52.7,37891.0,10.18,1
V4264,90.32,0.527,,56.5,1939.0,87.5,19273.0,0.1,0
V4265,116.48,2.717,12.16,55.8,2368.0,59.1,4678.0,5.31,1
V4266,88.81,4.159,10.31,30.4,2121.0,67.2,131732.0,11.63,1
V4267,81.98,4.344,13.6,73.0,2491.0,87.8,3835.0,1.47,0
V4268,86.85,2.181,12.79,12.7,2774.0,60.4,50977.0,0.31,0
V4269,90.17,4.3,13.32,72.2,2696.0,,107463.0,1.15,0
V4270,83.27,2.197,13.0,51.1,1669.0,60.2,8887.0,1.5,0
